GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,DISPLAY,POPULATION_TYPE,VARIABLE
GHE_YLLRATE.347,"Years of life lost from mortality (YLLs) (per 100 000 population): Skin diseases, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE133__SEX--M
GHE_YLLRATE.347,"Years of life lost from mortality (YLLs) (per 100 000 population): Skin diseases, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE133__SEX--M
GHE_YLLRATE.347,"Years of life lost from mortality (YLLs) (per 100 000 population): Skin diseases, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE133__SEX--M
GHE_YLLRATE.347,"Years of life lost from mortality (YLLs) (per 100 000 population): Skin diseases, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE133__SEX--M
GHE_YLLRATE.347,"Years of life lost from mortality (YLLs) (per 100 000 population): Skin diseases, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE133__SEX--M
GHE_YLLRATE.348,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE004__SEX--F
GHE_YLLRATE.348,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE004__SEX--F
GHE_YLLRATE.348,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE004__SEX--F
GHE_YLLRATE.348,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE004__SEX--F
GHE_YLLRATE.348,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE004__SEX--F
GHE_YLLRATE.348,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE004__SEX--F
GHE_YLLRATE.349,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE004__SEX--M
GHE_YLLRATE.349,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE004__SEX--M
GHE_YLLRATE.349,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE004__SEX--M
GHE_YLLRATE.349,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE004__SEX--M
GHE_YLLRATE.349,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE004__SEX--M
GHE_YLLRATE.349,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE004__SEX--M
GHE_YLLRATE.350,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total female population",Chlamydia,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE006__SEX--F
GHE_YLLRATE.350,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total female population",Gonorrhoea,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE007__SEX--F
GHE_YLLRATE.350,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total female population",Syphilis,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE005__SEX--F
GHE_YLLRATE.350,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total female population",Trichomoniasis,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE008__SEX--F
GHE_YLLRATE.350,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total female population",Other STDs,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE009__SEX--F
GHE_YLLRATE.351,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total male population",Chlamydia,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE006__SEX--M
GHE_YLLRATE.351,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total male population",Gonorrhoea,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE007__SEX--M
GHE_YLLRATE.351,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total male population",Syphilis,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE005__SEX--M
GHE_YLLRATE.351,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total male population",Trichomoniasis,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE008__SEX--M
GHE_YLLRATE.351,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total male population",Other STDs,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE009__SEX--M
GHE_YLLRATE.352,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total population",Chlamydia,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE006
GHE_YLLRATE.352,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total population",Gonorrhoea,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE007
GHE_YLLRATE.352,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total population",Syphilis,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE005
GHE_YLLRATE.352,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total population",Trichomoniasis,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE008
GHE_YLLRATE.352,"Years of life lost from mortality (YLLs) (per 100 000 population): STDs excluding HIV, total population",Other STDs,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE009
GHE_YLLRATE.353,"Years of life lost from mortality (YLLs) (per 100 000 population): Stomach cancer, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE064__SEX--F
GHE_YLLRATE.353,"Years of life lost from mortality (YLLs) (per 100 000 population): Stomach cancer, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE064__SEX--F
GHE_YLLRATE.353,"Years of life lost from mortality (YLLs) (per 100 000 population): Stomach cancer, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE064__SEX--F
GHE_YLLRATE.353,"Years of life lost from mortality (YLLs) (per 100 000 population): Stomach cancer, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE064__SEX--F
GHE_YLLRATE.353,"Years of life lost from mortality (YLLs) (per 100 000 population): Stomach cancer, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE064__SEX--F
GHE_YLLRATE.353,"Years of life lost from mortality (YLLs) (per 100 000 population): Stomach cancer, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE064__SEX--F
GHE_YLLRATE.354,"Years of life lost from mortality (YLLs) (per 100 000 population): Stomach cancer, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE064__SEX--M
GHE_YLLRATE.354,"Years of life lost from mortality (YLLs) (per 100 000 population): Stomach cancer, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE064__SEX--M
GHE_YLLRATE.354,"Years of life lost from mortality (YLLs) (per 100 000 population): Stomach cancer, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE064__SEX--M
GHE_YLLRATE.354,"Years of life lost from mortality (YLLs) (per 100 000 population): Stomach cancer, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE064__SEX--M
GHE_YLLRATE.354,"Years of life lost from mortality (YLLs) (per 100 000 population): Stomach cancer, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE064__SEX--M
GHE_YLLRATE.354,"Years of life lost from mortality (YLLs) (per 100 000 population): Stomach cancer, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE064__SEX--M
GHE_YLLRATE.355,"Years of life lost from mortality (YLLs) (per 100 000 population): Stroke, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE114__SEX--F
GHE_YLLRATE.355,"Years of life lost from mortality (YLLs) (per 100 000 population): Stroke, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE114__SEX--F
GHE_YLLRATE.355,"Years of life lost from mortality (YLLs) (per 100 000 population): Stroke, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE114__SEX--F
GHE_YLLRATE.355,"Years of life lost from mortality (YLLs) (per 100 000 population): Stroke, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE114__SEX--F
GHE_YLLRATE.355,"Years of life lost from mortality (YLLs) (per 100 000 population): Stroke, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE114__SEX--F
GHE_YLLRATE.355,"Years of life lost from mortality (YLLs) (per 100 000 population): Stroke, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE114__SEX--F
GHE_YLLRATE.356,"Years of life lost from mortality (YLLs) (per 100 000 population): Stroke, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE114__SEX--M
GHE_YLLRATE.356,"Years of life lost from mortality (YLLs) (per 100 000 population): Stroke, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE114__SEX--M
GHE_YLLRATE.356,"Years of life lost from mortality (YLLs) (per 100 000 population): Stroke, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE114__SEX--M
GHE_YLLRATE.356,"Years of life lost from mortality (YLLs) (per 100 000 population): Stroke, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE114__SEX--M
GHE_YLLRATE.356,"Years of life lost from mortality (YLLs) (per 100 000 population): Stroke, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE114__SEX--M
GHE_YLLRATE.356,"Years of life lost from mortality (YLLs) (per 100 000 population): Stroke, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE114__SEX--M
GHE_YLLRATE.357,"Years of life lost from mortality (YLLs) (per 100 000 population): Syphilis, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE005__SEX--F
GHE_YLLRATE.357,"Years of life lost from mortality (YLLs) (per 100 000 population): Syphilis, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE005__SEX--F
GHE_YLLRATE.357,"Years of life lost from mortality (YLLs) (per 100 000 population): Syphilis, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE005__SEX--F
GHE_YLLRATE.357,"Years of life lost from mortality (YLLs) (per 100 000 population): Syphilis, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE005__SEX--F
GHE_YLLRATE.357,"Years of life lost from mortality (YLLs) (per 100 000 population): Syphilis, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE005__SEX--F
GHE_YLLRATE.357,"Years of life lost from mortality (YLLs) (per 100 000 population): Syphilis, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE005__SEX--F
GHE_YLLRATE.358,"Years of life lost from mortality (YLLs) (per 100 000 population): Syphilis, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE005__SEX--M
GHE_YLLRATE.358,"Years of life lost from mortality (YLLs) (per 100 000 population): Syphilis, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE005__SEX--M
GHE_YLLRATE.358,"Years of life lost from mortality (YLLs) (per 100 000 population): Syphilis, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE005__SEX--M
GHE_YLLRATE.358,"Years of life lost from mortality (YLLs) (per 100 000 population): Syphilis, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE005__SEX--M
GHE_YLLRATE.358,"Years of life lost from mortality (YLLs) (per 100 000 population): Syphilis, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE005__SEX--M
GHE_YLLRATE.358,"Years of life lost from mortality (YLLs) (per 100 000 population): Syphilis, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE005__SEX--M
GHE_YLLRATE.359,"Years of life lost from mortality (YLLs) (per 100 000 population): Tetanus, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE016__SEX--F
GHE_YLLRATE.359,"Years of life lost from mortality (YLLs) (per 100 000 population): Tetanus, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE016__SEX--F
GHE_YLLRATE.359,"Years of life lost from mortality (YLLs) (per 100 000 population): Tetanus, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE016__SEX--F
GHE_YLLRATE.359,"Years of life lost from mortality (YLLs) (per 100 000 population): Tetanus, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE016__SEX--F
GHE_YLLRATE.359,"Years of life lost from mortality (YLLs) (per 100 000 population): Tetanus, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE016__SEX--F
GHE_YLLRATE.359,"Years of life lost from mortality (YLLs) (per 100 000 population): Tetanus, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE016__SEX--F
GHE_YLLRATE.360,"Years of life lost from mortality (YLLs) (per 100 000 population): Tetanus, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE016__SEX--M
GHE_YLLRATE.360,"Years of life lost from mortality (YLLs) (per 100 000 population): Tetanus, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE016__SEX--M
GHE_YLLRATE.360,"Years of life lost from mortality (YLLs) (per 100 000 population): Tetanus, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE016__SEX--M
GHE_YLLRATE.360,"Years of life lost from mortality (YLLs) (per 100 000 population): Tetanus, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE016__SEX--M
GHE_YLLRATE.360,"Years of life lost from mortality (YLLs) (per 100 000 population): Tetanus, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE016__SEX--M
GHE_YLLRATE.360,"Years of life lost from mortality (YLLs) (per 100 000 population): Tetanus, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE016__SEX--M
GHE_YLLRATE.361,Years of life lost from mortality (YLLs) (per 100 000 population): total female population,Injuries,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE151__SEX--F
GHE_YLLRATE.361,Years of life lost from mortality (YLLs) (per 100 000 population): total female population,Noncommunicable diseases,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE060__SEX--F
GHE_YLLRATE.361,Years of life lost from mortality (YLLs) (per 100 000 population): total female population,"Communicable maternal, perinatal and nutritional conditions",,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE001__SEX--F
GHE_YLLRATE.361,Years of life lost from mortality (YLLs) (per 100 000 population): total female population,"All Causes, Female",,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE000__SEX--F
GHE_YLLRATE.362,Years of life lost from mortality (YLLs) (per 100 000 population): total male population,Injuries,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE151__SEX--M
GHE_YLLRATE.362,Years of life lost from mortality (YLLs) (per 100 000 population): total male population,Noncommunicable diseases,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE060__SEX--M
GHE_YLLRATE.362,Years of life lost from mortality (YLLs) (per 100 000 population): total male population,"Communicable maternal, perinatal and nutritional conditions",,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE001__SEX--M
GHE_YLLRATE.362,Years of life lost from mortality (YLLs) (per 100 000 population): total male population,"All Causes, Male",,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE000__SEX--M
GHE_YLLRATE.363,Years of life lost from mortality (YLLs) (per 100 000 population): total population,All Causes,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE000
GHE_YLLRATE.363,Years of life lost from mortality (YLLs) (per 100 000 population): total population,Injuries,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE151
GHE_YLLRATE.363,Years of life lost from mortality (YLLs) (per 100 000 population): total population,Noncommunicable diseases,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE060
GHE_YLLRATE.363,Years of life lost from mortality (YLLs) (per 100 000 population): total population,"Communicable maternal, perinatal and nutritional conditions",,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE001
GHE_YLLRATE.364,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachea, bronchus, lung cancers, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE068__SEX--F
GHE_YLLRATE.364,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachea, bronchus, lung cancers, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE068__SEX--F
GHE_YLLRATE.364,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachea, bronchus, lung cancers, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE068__SEX--F
GHE_YLLRATE.364,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachea, bronchus, lung cancers, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE068__SEX--F
GHE_YLLRATE.364,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachea, bronchus, lung cancers, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE068__SEX--F
GHE_YLLRATE.364,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachea, bronchus, lung cancers, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE068__SEX--F
GHE_YLLRATE.365,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachea, bronchus, lung cancers, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE068__SEX--M
GHE_YLLRATE.365,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachea, bronchus, lung cancers, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE068__SEX--M
GHE_YLLRATE.365,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachea, bronchus, lung cancers, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE068__SEX--M
GHE_YLLRATE.365,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachea, bronchus, lung cancers, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE068__SEX--M
GHE_YLLRATE.365,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachea, bronchus, lung cancers, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE068__SEX--M
GHE_YLLRATE.365,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachea, bronchus, lung cancers, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE068__SEX--M
GHE_YLLRATE.366,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachoma, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE031__SEX--F
GHE_YLLRATE.366,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachoma, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE031__SEX--F
GHE_YLLRATE.366,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachoma, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE031__SEX--F
GHE_YLLRATE.366,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachoma, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE031__SEX--F
GHE_YLLRATE.366,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachoma, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE031__SEX--F
GHE_YLLRATE.366,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachoma, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE031__SEX--F
GHE_YLLRATE.367,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachoma, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE031__SEX--M
GHE_YLLRATE.367,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachoma, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE031__SEX--M
GHE_YLLRATE.367,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachoma, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE031__SEX--M
GHE_YLLRATE.367,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachoma, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE031__SEX--M
GHE_YLLRATE.367,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachoma, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE031__SEX--M
GHE_YLLRATE.367,"Years of life lost from mortality (YLLs) (per 100 000 population): Trachoma, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE031__SEX--M
GHE_YLLRATE.368,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichomoniasis, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE008__SEX--F
GHE_YLLRATE.368,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichomoniasis, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE008__SEX--F
GHE_YLLRATE.368,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichomoniasis, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE008__SEX--F
GHE_YLLRATE.368,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichomoniasis, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE008__SEX--F
